CatalogID,Canonical SMILES
Z1289171314,CC[C@@H](O)CN1CCc2ccccc2C1
Z1529026228,CC1(C)CN(CCO)Cc2ccccc21
Z1144327196,CCC(=O)N1CCc2ccccc2C1C
Z1145132947,CC1c2ccccc2CCN1CCCO
Z1641253205,COc1ccc2c(c1)CC(C)N(C)C2C
Z1241327652,CCCCN1CCc2ccc(O)cc2C1
Z1263173706,CC1Cc2ccccc2CN1CCCO
Z1698949568,CCC1Cc2ccccc2CN1C(C)=O
Z1865549802,COCCN1CCc2cccc(C)c2C1
Z1865546638,Cc1cccc2c1CN(CCCO)CC2
Z2234811254,COc1ccc2c(c1)CN(C1CC1)CC2
Z2448485963,NCCN1CCc2ccccc2C1CN
Z2602716262,COCCN1CCc2ccc(C)cc2C1
Z2602715788,Cc1ccc2c(c1)CN(CC(C)O)CC2
Z2602715620,Cc1ccc2c(c1)CN(C[C@H](C)O)CC2
Z6100965568,O=C1CC(N2CCc3ccccc3C2)C1
Z1643508227,CCCN1CCc2c(cccc2OC)C1
Z3518994259,CCN1Cc2ccccc2CC1CCO
Z1643503138,C=CCN1CCc2c(cccc2OC)C1
Z2466319877,C=C(C)c1cc(C)cc2c1CCNC2=O
Z2466319844,C=C(C)c1cccc2c1CC(C)NC2=O
Z2581148941,CCC(=O)N1CCc2ccc(C)cc2C1
Z2833693563,CC(=O)CN1CCc2c(C)cccc2C1
Z2843363014,OCCN1C[C@@H]2CC[C@H]1c1ccccc12
Z2837296007,CC(=O)CN1CCc2ccc(C)cc2C1
Z3247117790,C=C(C)C(=O)N1CCc2ccccc2C1
Z2311818243,Cc1cccc2c1CCN(C[C@H](C)O)C2
Z3316622109,CC=CCN1CCc2cc(O)ccc2C1
Z3316621418,C=CC(C)N1CCc2cc(O)ccc2C1
Z3316621623,CC(C)CN1CCc2cc(O)ccc2C1
Z3316615475,CCC(C)N1CCc2cc(O)ccc2C1
Z3316618025,CC#CCN1CCc2cc(O)ccc2C1
Z3316617331,C#CCCN1CCc2cc(O)ccc2C1
Z3316621169,CCCCN1CCc2cc(O)ccc2C1
Z3316616575,C=CCCN1CCc2cc(O)ccc2C1
Z3256334105,CCCCOc1ccc2c(c1)CCNC2
Z3316615802,C=C(C)CN1CCc2cc(O)ccc2C1
Z2311818240,Cc1cccc2c1CCN(C[C@@H](C)O)C2
Z1912538422,c1ccc2c(c1)CCN(CC1COC1)C2
Z4223601511,C=C(COC)c1cccc2c1CNCC2
PV-006747540783,c1coc(-c2ccc3c(c2)CNCC3)c1
PV-003152365198,c1cc(-c2ccc3c(c2)CCNC3)co1
PV-004819123015,c1cc(-c2ccc3c(c2)CNCC3)co1
Z53116065,CC(=O)CCN1CCc2ccccc2C1
Z447862936,CC(=O)C(C)N1CCc2ccccc2C1
Z1142831708,CCC(O)CN1CCc2ccccc2C1
Z1492690573,CCOc1ccc2c(c1)CCN(CC)C2
Z1103347847,CC(C)(O)CN1CCc2ccccc2C1
Z27717206,CC=CC(=O)N1CCc2ccccc2C1
Z1289171368,COCC(C)N1CCc2ccccc2C1
Z3228543738,N#CCCN1CCc2c(N)cccc2C1
Z1989618581,CC(O)CN1CCc2ccccc2C1C
Z822108808,C=CCN1CCc2ccc(OC)cc2C1
Z1585121582,CC(=O)N1CCc2ccccc2C1(C)C
Z1744389970,CC(=O)N1CCc2cc(C)cc(C)c2C1
Z1098732326,OCCCCN1CCc2ccccc2C1
Z1643502029,COc1cccc2c1CCN(C(C)C)C2
Z3254196549,CCc1cccc2c1CCN(C(C)=O)C2
Z3520300163,C=CCN1Cc2ccccc2C[C@@H]1CO
Z6474667371,CC(C)=Cc1ccc2c(c1)CC(=O)NC2
Z7234845220,CN1Cc2ccccc2C(NCC#N)C1
Z1556996273,CC(CO)CN1CCc2ccccc2C1
Z1738080827,N#CCCN1CCc2cccc(N)c2C1
Z3229490093,CCC(=O)CN1CCc2ccccc2C1
Z1980510430,CC(O)CCN1CCc2ccccc2C1
Z1989638561,CC(O)CN1Cc2ccccc2CC1C
Z6475586789,CC=C(C)c1ccc2c(c1)CC(=O)NC2
Z1989536037,CC(O)CN1Cc2ccccc2C(C)C1
Z1744036893,CCC(C)N1CCc2ccc(O)cc2C1
Z1204289457,CCC1c2ccccc2CCN1C(C)=O
Z1247291876,C=CCCN1CCc2ccc(O)cc2C1
Z1130154919,Cc1cccc2c1CCN(CCCO)C2
Z168970482,COCCN1Cc2ccccc2C(C)C1
Z1130154232,COCCN1CCc2c(C)cccc2C1
Z168969954,CC1CN(CCCO)Cc2ccccc21
Z929900204,CCOc1ccc2c(c1)CN(CC)CC2
Z3483695040,c1ccc2c(c1)CCN(CC1CCO1)C2
Z5702488765,CCN1CCc2cc(COC)ccc2C1
Z5437309220,COc1ccc2c(c1)CC(C)(C)N(C)C2
Z3520295142,CCCN1Cc2ccccc2C[C@@H]1CO
Z4224106568,CC=Cc1cc(C)cc2c1CCNC2=O
Z4223301542,CC=C(C)c1cccc2c1CCNC2=O
Z4224106556,CC=Cc1cccc2c1CC(C)NC2=O
Z4224105218,CC=Cc1ccc(OC)c2c1CNCC2
Z4223301510,O=C1NCCc2c1cccc2C1=CCC1
Z4265222095,Cc1cccc2c1CN(C1COC1)CC2
Z5540435464,CC(=O)N1C(C)Cc2ccccc2C1C
Z4267249012,Cc1ccc2c(c1)CN(C1COC1)CC2
Z4425367841,C=CC(O)CN1CCc2ccccc2C1
Z4451437318,Cc1ccc2c(c1)CC(C)N(CCO)C2
Z4946985637,c1ccc2c(c1)CCN(C[C@@H]1CCO1)C2
Z5013620873,C=C[C@H](O)CN1CCc2ccccc2C1
Z5013608283,C=C[C@@H](O)CN1CCc2ccccc2C1
Z5103367681,C=C(C)c1c(OC)ccc2c1CNCC2
Z5329805338,CCC1CN(C(C)=O)Cc2ccccc21
Z4267767945,C#CC(C)N1CCc2c(O)cccc2C1
Z4259499064,OC1CC(N2CCc3ccccc3C2)C1
Z2603867324,C=CCN1CCc2cc(OC)ccc2C1
Z4264208714,COc1cccc2c1CCN(C1CC1)C2
Z2707372569,CCCCN1CCc2c(O)cccc2C1
Z2707374563,CC#CCN1CCc2c(O)cccc2C1
Z2707371722,CC=CCN1CCc2c(O)cccc2C1
Z3256336314,CC(C)COc1ccc2c(c1)CCNC2
Z3243607381,CC(C)N1CCc2cc(CO)ccc2C1
Z3243559530,Oc1cccc2c1CN(CC1CC1)CC2
Z3243114970,COc1ccc2c(c1)CCN(C1CC1)C2
Z2707375166,Oc1cccc2c1CCN(CC1CC1)C2
Z3874970613,OCC=CCN1CCc2ccccc2C1
Z3243114969,COc1cccc2c1CN(C1CC1)CC2
Z3511432284,OCC#CCN1CCc2ccccc2C1
Z3256334597,c1cc2c(cc1OCC1CC1)CCNC2
Z3242216695,NCCCN1CCc2ccc(N)cc2C1
Z3243606155,CCN1CCc2cc(C(C)=O)ccc2C1
Z3243559529,Oc1cccc2c1CN(C1CCC1)CC2
Z3243607380,CC(C)N1CCc2cccc(CO)c2C1
Z3243559531,Oc1ccc2c(c1)CCN(C1CCC1)C2
Z3243559532,Oc1ccc2c(c1)CCN(CC1CC1)C2
Z2707379696,Oc1cccc2c1CCN(C1CCC1)C2
Z2707370479,C=C(C)CN1CCc2c(O)cccc2C1
Z1727060664,CC(=O)N1Cc2ccccc2C2(CC2)C1
Z1337781558,CCC1c2ccccc2CCN1CCO
Z1492723154,CCCOc1ccc2c(c1)CCN(C)C2
Z2278559687,C=CCN1CCc2cccc(OC)c2C1
Z2278562026,CCCN1CCc2cccc(OC)c2C1
Z2278560883,COc1cccc2c1CN(C(C)C)CC2
Z2311623736,CC1CN(C[C@@H](C)O)Cc2ccccc21
Z2707379531,C#CCCN1CCc2c(O)cccc2C1
Z2312398751,Cc1cccc2c1CN(C[C@@H](C)O)CC2
Z2311623729,CC1CN(C[C@H](C)O)Cc2ccccc21
Z2602351117,C=CCN1CCc2ccc(O)cc2C1C
Z2602351925,CCCN1CCc2ccc(O)cc2C1C
Z2707374424,C=CCCN1CCc2c(O)cccc2C1
Z2707371796,CC(C)CN1CCc2c(O)cccc2C1
Z2707373303,C=CC(C)N1CCc2c(O)cccc2C1
Z2707380697,CCC(C)N1CCc2c(O)cccc2C1
Z2312398745,Cc1cccc2c1CN(C[C@H](C)O)CC2
Z1700624256,CCC1Cc2ccccc2CN1CCO
Z3242216701,NCCCN1CCc2c(N)cccc2C1
Z2945519065,CC(CCO)N1CCc2ccccc2C1
Z4259839537,CC1CN(C2COC2)Cc2ccccc21
Z4275887355,C#CC(C)N1CCc2cccc(O)c2C1
Z4275185348,OCC1CN(C2CC2)Cc2ccccc21
Z4273832112,CCN1C(C)Cc2cc(O)ccc2C1C
Z4313282053,C=C(C)c1cccc2c1C(C)CNC2=O
Z4313306049,CC=Cc1cccc2c1C(C)CNC2=O
Z4401795249,OCc1cccc2c1CN(C1CC1)CC2
Z4151847733,CC=C(C)c1ccc2c(c1)CCNC2=O
Z4401785480,CCCN1CCc2cccc(CO)c2C1
Z4445130226,CC(=O)N1Cc2ccc(C)cc2CC1C
Z4522210637,OCCC=Cc1cccc2c1CNCC2
Z5213291439,Cc1ccc2c(c1)CCN(CCO)C2C
Z5646544302,C#Cc1ccc2c(c1)CN(CCO)CC2
Z6475286089,C=Cc1cccc2c1CC(CC)NC2=O
Z7236157105,CCN1Cc2ccccc2C[C@H]1CCO
Z7783493278,CC=Cc1cccc2c1CN(C)C(=O)C2
Z4401783948,C=CCN1CCc2cccc(CO)c2C1
Z2833145918,CC(=O)CN1Cc2ccccc2C(C)C1
Z4151844736,CC=C(C)c1ccc2c(c1)C(=O)NCC2
Z3889912188,CCCN1Cc2ccccc2C(CO)C1
Z2945519027,CCC(CO)N1CCc2ccccc2C1
Z2996575416,N#Cc1cccc2c1CCN(CCN)C2
Z3039934969,c1coc(-c2ccc3c(c2)CCNC3)c1
Z3088941566,CCC(=O)N1CC2CC1c1ccccc12
Z3316640579,C=CCN1CCc2cc(O)ccc2C1C
Z3316638476,CCCN1CCc2cc(O)ccc2C1C
Z3337263796,C#CC(C)N1CCc2ccc(O)cc2C1
Z3889912186,C=CCN1Cc2ccccc2C(CO)C1
Z3337263890,C#CC(C)N1CCc2cc(O)ccc2C1
Z3364551283,CC(CN)N1CCc2cccc(N)c2C1
Z3364553721,CC(N)CN1CCc2cccc(N)c2C1
Z3511432707,C=C(CO)CN1CCc2ccccc2C1
Z3499101928,CC(N)CN1Cc2ccccc2C(N)C1
Z3499102002,NCCCN1Cc2ccccc2C(N)C1
Z3499104239,CC(CN)N1Cc2ccccc2C(N)C1
Z3889912187,CC(C)N1Cc2ccccc2C(CO)C1
Z3347244970,C=C(C)c1ccc(OC)c2c1CNCC2
Z2170222702,COc1ccc2c(c1)C1(CC1)CN(C)C2
Z7783492132,CC=Cc1c(OC)ccc2c1CNCC2
Z29211150,CCC(=O)N1Cc2ccccc2C(C)C1
Z137438544,CCOCCN1CCc2ccccc2C1
Z1263033082,CC#CCN1CCc2ccc(O)cc2C1
Z1241328802,C=C(C)CN1CCc2ccc(O)cc2C1
Z1534864190,C#CCCN1CCc2ccc(O)cc2C1
Z1989603547,Cc1cccc2c1CCN(CC(C)O)C2
Z1989796162,Cc1cccc2c1CN(CC(C)O)CC2
Z1530756517,CC(=O)N1Cc2ccccc2C(C)(C)C1
Z1584422464,CC1(C)c2ccccc2CCN1CCO
Z1129359310,CCC(=O)N1CCc2c(C)cccc2C1
Z2149877522,CCN1CCc2ccc(OC)cc2C1C
Z1241328740,CC=CCN1CCc2ccc(O)cc2C1
Z1241327160,C=CC(C)N1CCc2ccc(O)cc2C1
Z2189527172,CCN1Cc2ccc(O)cc2C2(CC2)C1
Z1744038412,Oc1ccc2c(c1)CN(C1CCC1)CC2
Z2603869318,CCCN1CCc2cc(OC)ccc2C1
Z4261224127,Cc1cccc2c1CCN(C1COC1)C2
Z1145132673,COCCN1CCc2ccccc2C1C
Z2603868405,COc1ccc2c(c1)CCN(C(C)C)C2
Z27717125,CCCC(=O)N1CCc2ccccc2C1
Z27717116,CC(C)C(=O)N1CCc2ccccc2C1
Z4402144573,OCc1ccc2c(c1)CCN(C1CC1)C2
Z4402146529,CCCN1CCc2cc(CO)ccc2C1
Z4402151679,C=CCN1CCc2cc(CO)ccc2C1
Z4418863644,COc1ccc2c(c1)C(C)(C)CN(C)C2
Z4917197676,CCCN1Cc2ccccc2C[C@H]1CO
Z4917197674,C=CCN1Cc2ccccc2C[C@H]1CO
Z5298506993,C=C(c1cccc2c1CNCC2)[C@@H](C)O
Z27717166,O=C(C1CC1)N1CCc2ccccc2C1
Z5334671336,CC1(C)Cc2ccccc2CN1CCO
Z7235519819,CCN1CCc2c(cccc2C(C)=O)C1
Z7238443940,O=C1CCC1N1CCc2ccccc2C1
Z7496489709,CN1Cc2ccccc2C(NCCN)C1
Z1432445470,Oc1ccc2c(c1)CN(CC1CC1)CC2
Z1241327190,CC(C)CN1CCc2ccc(O)cc2C1
Z824646172,COc1ccc2c(c1)CN(C(C)C)CC2
Z822108804,CCCN1CCc2ccc(OC)cc2C1
Z6474235555,C=C(C)c1cccc2c1CN(C)C(=O)C2
Z2722935683,c1cc(-c2ccc3c(c2)CNCC3)n[nH]1
Z1396280094,c1ccc2c(c1)CCN(C1CCOC1)C2
Z2722921256,c1cc2c(cc1-c1cn[nH]c1)CNCC2
Z4171047458,CC=CCN1CCc2cccc(O)c2C1
Z4171055623,C#CCCN1CCc2cccc(O)c2C1
Z4171049976,CC#CCN1CCc2cccc(O)c2C1
Z4223670627,C=C(CO)c1cccc2c1CCN(C)C2
Z4223674008,C=C(CO)c1cc2c(cc1C)CCNC2
Z4223675023,C=C(CO)c1cc(C)c2c(c1)CCNC2
Z4223675203,C=C(CO)c1ccc2c(c1)CNC(C)C2
Z4171056714,CCC(C)N1CCc2cccc(O)c2C1
Z4269388713,Cc1cc2c(cc1O)CCN(C1CC1)C2
Z6920486124,Cc1cc2c(cc1C=CCO)CNCC2
Z6920493229,Cc1cc(C=CCO)c2c(c1)CNCC2
Z6920488468,CN1CCc2c(C=CCO)cccc2C1
Z7236055830,CCN1Cc2ccc(OC)cc2CC1C
Z7235915771,CCC1CN(CCO)Cc2ccccc21
Z1643156081,COC(C)CN1CCc2ccccc2C1
Z2722935825,c1cc(-c2ccc3c(c2)CCNC3)[nH]n1
Z5058071516,N#Cc1ccc2c(c1)CN(CCN)CC2
Z4171045187,C=C(C)CN1CCc2cccc(O)c2C1
Z4223675011,C=C(CO)c1cc(C)cc2c1CCNC2
Z4171049767,C=CCCN1CCc2cccc(O)c2C1
Z4171048751,C=CC(C)N1CCc2cccc(O)c2C1
Z2722922070,c1cc2c(c(-c3cn[nH]c3)c1)CNCC2
Z2722922208,c1cc2c(cc1-c1cn[nH]c1)CCNC2
Z3041921745,c1c[nH]c(-c2ccc3c(c2)CNCC3)n1
Z3041921744,c1c[nH]c(-c2ccc3c(c2)CCNC3)n1
Z3093593551,CCc1ccc2c(c1)CN(C(C)=O)CC2
Z3093605942,CCc1cccc2c1CN(C(C)=O)CC2
Z3320664652,CCc1cccc2c1CCN(CCO)C2
Z2722935809,c1cc2c(c(-c3ccn[nH]3)c1)CNCC2
Z3319814948,CCN1Cc2cc(OC)ccc2CC1C
Z3505964599,CC(C)=Cc1ccc2c(c1)CCNC2=O
Z3880899738,C[C@H](O)CN1CC2CC1c1ccccc12
Z3880900093,CC(=O)CN1CC2CC1c1ccccc12
Z3880899123,CC(O)CN1CC2CC1c1ccccc12
Z3880899740,C[C@@H](O)CN1CC2CC1c1ccccc12
Z4031842879,CC(C)Oc1ccc2c(c1)CCN(C)C2
Z3316556057,CCN1CCc2cc(OC)ccc2C1C
Z1778221187,Fc1ccc2c(c1)CCN(C1CCC1)C2
Z2354211804,NCCCN1CCc2ccc(O)cc2C1
Z2656754992,CC(=O)NCC1CNCc2ccccc21
Z3363670061,CC(CN)N1CCc2ccc(O)cc2C1
Z3098801995,C[C@@H](N)CN1CCc2ccc(O)cc2C1
Z3210171676,C[C@@H](N)CN1CCc2cc(O)ccc2C1
Z3385128546,CCC(=O)N1CCc2cc(N)ccc2C1
Z3346613242,NCCCN1CCc2cc(O)ccc2C1
Z3288594425,C[C@H](O)CN1CCc2ccc(N)cc2C1
Z3364211633,CC(N)CN1CCc2cc(O)ccc2C1
Z3385399663,CCC(=O)Nc1ccc2c(c1)CCNC2
Z3212410721,Nc1ccc2c(c1)CCN(CCCO)C2
Z3319463639,Cc1cc2c(cc1O)CCN(CC#N)C2
Z3318756687,CCc1ccc2c(c1)CCN(CCF)C2
Z1744399528,Cc1cc(C)c2c(c1)CCN(C(N)=O)C2
Z3364211489,CC(CN)N1CCc2cc(O)ccc2C1
Z1732657184,FCCN1Cc2ccccc2C2(CC2)C1
Z208333322,CN(C)C(=O)N1CCc2ccccc2C1
Z1241434534,CCCN1CCc2cccc(F)c2C1C
Z1649289296,CCC(C)N1CCc2c(F)cccc2C1
Z1649483992,CCC(C)N1CCc2cc(F)ccc2C1
Z1649293716,CCC(C)N1CCc2ccc(F)cc2C1
Z1492677483,C=CCCN1CCc2ccc(F)cc2C1
Z1522365310,CC=CCN1CCc2c(F)cccc2C1
Z1565067656,C#CCCN1CCc2cc(F)ccc2C1
Z2068939337,FCCCCN1CCc2ccccc2C1
Z1492676472,CCCCN1CCc2ccc(F)cc2C1
Z2068939321,CC(F)CCN1CCc2ccccc2C1
Z1132637580,CNC(=O)N1CCc2c(C)cccc2C1
Z1643505231,COc1cccc2c1CCN(CC#N)C2
Z1652386240,CC(C#N)N1CCc2ccc(O)cc2C1
Z1241461296,C=CCN1Cc2cc(F)ccc2CC1C
Z1241432317,CCCN1CCc2cc(F)ccc2C1C
Z1241432134,C=CCN1CCc2cc(F)ccc2C1C
Z1241434351,C=CCN1CCc2cccc(F)c2C1C
Z1575012655,Fc1cccc2c1CCN(C1CCC1)C2
Z3505785091,C=C(C)c1cc2c(cc1N)C(=O)NCC2
Z1241461478,CCCN1Cc2cc(F)ccc2CC1C
Z3799917769,NCC(=O)N1CC2CC1c1ccccc12
Z3364715140,COCCN1CCc2cc(N)ccc2C1
Z1509289353,CN(C)C(=O)[C@@H]1Cc2ccccc2CN1
Z3241740801,COc1cccc2c1CN(CCN)CC2
Z1741815091,COc1ccc2c(c1)CN(CCN)CC2
Z2369571706,COc1cccc2c1CCN(CCN)C2
Z2605497049,COc1ccc2c(c1)CCN(CCN)C2
Z1522365062,C=CCCN1CCc2c(F)cccc2C1
Z1509482178,C[C@H](O)CN1CCc2cc(N)ccc2C1
Z1565070970,C=CCCN1CCc2cc(F)ccc2C1
Z1560029734,CC=CCN1CCc2cccc(F)c2C1
Z1560021139,CC(C)CN1CCc2cccc(F)c2C1
Z1560022602,CCCCN1CCc2cccc(F)c2C1
Z1565071495,CCCCN1CCc2cc(F)ccc2C1
Z1575017981,Fc1ccc2c(c1)CN(C1CCC1)CC2
Z1575021310,Fc1cccc2c1CN(C1CCC1)CC2
Z44585123,CCNC(=O)N1CCc2ccccc2C1
Z1560023324,C#CCCN1CCc2cccc(F)c2C1
Z3364712411,CC(O)CN1CCc2cc(N)ccc2C1
Z2922964001,NCC1c2ccccc2CCN1CCO
Z3139524721,CCC(=O)N1CCc2c(N)cccc2C1
Z4029690571,CC(F)CN1Cc2ccccc2CC1C
Z4030655899,Cc1ccc2c(c1)CN(CC(C)F)CC2
Z4593140531,C[C@@H](N)CN1CCc2c(O)cccc2C1
Z4994017481,CC(C)C1c2cc(F)ccc2CCN1C
Z4999748960,c1ncc(-c2ccc3c(c2)CNCC3)o1
Z4999748551,c1nc(-c2ccc3c(c2)CNCC3)co1
Z5054262528,N#Cc1ccc2c(c1)CN(CCO)CC2
Z5206768064,CN(C)C(=O)[C@@H]1NCCc2ccccc21
Z5480857148,CC1(C)Cc2ccccc2C(C(N)=O)N1
Z5587694936,NC(=O)c1ccc2c(c1)CNCC21CC1
Z5587695619,CC1(C)CNCc2cccc(C(N)=O)c21
Z5630605949,C#Cc1ccc2c(c1)CN(C(N)=O)CC2
Z6280896194,c1nc(-c2ccc3c(c2)CCNC3)co1
Z6280896148,c1ncc(-c2ccc3c(c2)CCNC3)o1
Z7501663309,CC(C)NC1C(=O)NCc2ccccc21
Z7501662790,C=CCNC1C(=O)NCc2ccccc21
Z2393374736,CCC(=O)Nc1ccc2c(c1)CNCC2
Z3787255371,CNC(=O)N1CC2CC1c1ccccc12
Z3145273815,CCC(=O)N1CCc2cccc(N)c2C1
Z2838731720,CN1CCc2c(CC(N)=O)cccc2C1
Z3364551713,CC(O)CN1CCc2cccc(N)c2C1
Z2393324007,CCC(=O)Nc1cccc2c1CCNC2
Z3228865186,[N-]=[N+]=NCCN1CCc2ccccc2C1
Z2605757472,CCNC(=O)c1cccc2c1CCNC2
Z2606667492,CN(C)C(=O)c1cccc2c1CCNC2
Z2002831304,CCCN1CCc2cc(F)cc(C)c2C1
Z1649297214,CCC(C)N1CCc2cccc(F)c2C1
Z1560025765,C=CCCN1CCc2cccc(F)c2C1
Z927396764,C[C@H](N)C(=O)N1CCc2ccccc2C1
Z1522366006,CCCCN1CCc2c(F)cccc2C1
Z1528241672,CC1(C)CN(C(N)=O)Cc2ccccc21
Z1130156228,Cc1cccc2c1CCN(CC(N)=O)C2
Z2207281488,CC(=O)N1CCc2c(C#N)cccc2C1
Z1745461361,Cc1cc(C)c2c(c1)CCN(CCF)C2
Z2207345095,N#Cc1cccc2c1CCN(CCO)C2
Z3243011081,CC(=O)NCc1ccc2c(c1)CCNC2
Z2360946870,C=CCNc1cccc2c1CCNC2=O
Z1522371278,C=CC(C)N1CCc2c(F)cccc2C1
Z2437633594,CNC(=O)[C@@H]1Cc2ccccc2CN1C
Z3228664836,CN(C)C(=O)[C@H]1Cc2ccccc2CN1
Z1889790743,C[C@H](O)CN1CCc2c(N)cccc2C1
Z1263172930,CC1Cc2ccccc2CN1CC(N)=O
PV-002724625809,Cc1ccc2c(c1)CC(C)N(CCF)C2
PV-008994209091,CC1(C)Cc2ccccc2CN1CCF
PV-002349590507,CCCN1Cc2ccc(F)cc2CC1C
PV-009055290623,Oc1cccc2c1CCN(N1CCC1)C2
PV-002775220074,CC=Cc1c(F)ccc2c1CNC(C)C2
PV-002785950897,CCN1Cc2c(F)cccc2C(C)(C)C1
Z2753281641,CCNC(=O)[C@H]1Cc2ccccc2CN1
PV-007601632821,CNC(=O)[C@H]1Cc2c(C)cccc2CN1
Z3228544722,COCCN1CCc2c(N)cccc2C1
Z3237703016,Nc1ccc2c(c1)CN(CCCO)CC2
Z3237703539,CC(O)CN1CCc2ccc(N)cc2C1
Z1389059859,CCC(=O)N1CCc2ccc(N)cc2C1
Z3228543981,CC(O)CN1CCc2c(N)cccc2C1
Z2394529563,CCC(=O)Nc1cccc2c1CNCC2
Z1889791003,C[C@H](O)CN1CCc2cccc(N)c2C1
Z3236282235,COCCN1CCc2ccc(N)cc2C1
Z1738081799,Nc1cccc2c1CN(CCCO)CC2
Z2645447602,CCC(=O)NN1CCc2ccccc2C1
Z2722519917,NCCCN1CCc2c(O)cccc2C1
Z7234844969,CN1Cc2ccccc2C(NCCO)C1
Z7417201621,Cc1cc(F)cc2c1CCN(C1CC1)C2
Z2447284600,CC(N)CN1CCc2ccc(O)cc2C1
Z54752959,CC(C(N)=O)N1CCc2ccccc2C1
Z2433412004,CN(C)C(=O)c1ccc2c(c1)CNCC2
Z927396770,C[C@@H](N)C(=O)N1CCc2ccccc2C1
Z2841754640,CC(=O)Nc1ccc2c(c1)CN(C)CC2
Z5047764959,CC(=O)N1CCc2ccc(C#N)cc2C1
Z745386130,CC(=O)Nc1cccc2c1CCN(C)C2
Z3246956480,C=CNC(=O)N1CCc2ccccc2C1
Z53116073,NC(=O)CCN1CCc2ccccc2C1
Z1522905070,CC(=O)NC1CN(C)Cc2ccccc21
Z2447322334,CCNC(=O)C1NCCc2ccccc21
Z2450952215,CN(C)C(=O)C1NCCc2ccccc21
Z1723925532,CCNC(=O)[C@@H]1Cc2ccccc2CN1
Z1815156964,COCCN1CCc2cccc(N)c2C1
Z2838744619,CC(=O)Nc1cccc2c1CN(C)CC2
Z2722519974,CC(N)CN1CCc2c(O)cccc2C1
Z4601870285,CNC(=O)c1ccc2c(c1)CN(C)CC2
Z4387051367,NCCN1CCc2cccc(CO)c2C1
Z2843358748,FCCN1C[C@@H]2CC[C@H]1c1ccccc12
Z3316622424,N#CCCN1CCc2cc(O)ccc2C1
Z3316617892,CC(C#N)N1CCc2cc(O)ccc2C1
Z3255090403,c1coc(-c2ccc3c(c2)CNCC3)n1
Z3255090159,c1coc(-c2ccc3c(c2)CCNC3)n1
Z3315398361,CCN1CCc2ccc(C(N)=O)cc2C1
Z3363909504,CC(CN)N1CCc2c(O)cccc2C1
Z4444659364,Cc1ccc2c(c1)CC(C)N(C(N)=O)C2
Z3520300107,N#CCN1Cc2ccccc2C[C@@H]1CO
Z4029596702,CC(F)CN1CCc2ccccc2C1C
Z4154033428,C=C(CN)c1ccc2c(c1)C(=O)NCC2
Z4154090430,c1cc2c(c(-c3cn[nH]n3)c1)CNCC2
Z4224104508,CC=Cc1cc2c(cc1N)C(=O)NCC2
Z4272720757,Cc1ccc(F)c2c1CCN(C1CC1)C2
Z4292896887,F[C@@H]1C[C@@H]1CN1CCc2ccccc2C1
Z4387054318,NCCN1CCc2cc(CO)ccc2C1
Z4030407434,Cc1cccc2c1CN(CC(C)F)CC2
Z1728443495,NC(=O)N1Cc2ccccc2C2(CC2)C1
Z3499103689,CC(O)CN1Cc2ccccc2C(N)C1
Z1865548407,Cc1cccc2c1CN(CC(N)=O)CC2
Z2452966427,CC(=O)N1CCc2ccccc2C1CN
Z1419760742,CCNc1ccc2c(c1)C(=O)N(C)CC2
Z927396660,NCCC(=O)N1CCc2ccccc2C1
Z1688492260,N#CCC(=O)N1CCc2ccccc2C1
Z3228543524,Nc1cccc2c1CCN(CCCO)C2
Z199154192,CC(N)C(=O)N1CCc2ccccc2C1
Z55139172,CNCC(=O)N1CCc2ccccc2C1
Z7477580505,CC(=O)CN1CCc2ccc(N)cc2C1
Z2002820970,C=CCN1CCc2cc(F)cc(C)c2C1
Z46522546,CC1CN(CC(N)=O)Cc2ccccc21
Z1560022515,C=CC(C)N1CCc2cccc(F)c2C1
Z1571112261,CCN1C(C)Cc2cc(F)ccc2C1C
Z1212838239,C=CCN1CCc2ccc(F)cc2C1C
Z1274608496,CNC(=O)N1Cc2ccccc2CC1C
Z1700625598,CCC1Cc2ccccc2CN1CCF
Z1948363929,FC1(CN2CCc3ccccc3C2)CC1
Z2002821188,Cc1cc(F)cc2c1CN(C(C)C)CC2
Z1739270591,Cc1cc(C)c2c(c1)CN(C(N)=O)CC2
Z7235783474,CCN1Cc2ccccc2C(C(N)=O)C1
Z5130742315,CCN1Cc2ccc(F)cc2C(C)(C)C1
Z3380703676,CNC(=O)C[C@@H]1Cc2ccccc2CN1
Z3505964149,CC(C)=Cc1ccc(F)c2c1CCNC2
Z4030968035,CC(F)CN1CC2CC1c1ccccc12
Z4083171350,c1cc2c(cc1-c1cn[nH]n1)CCNC2
Z4169626268,CC(N)CN1CCc2cccc(O)c2C1
Z4169626066,NCCCN1CCc2cccc(O)c2C1
Z4171046688,N#CCCN1CCc2cccc(O)c2C1
Z5179744365,c1cc2c(cc1-c1cnn[nH]1)CNCC2
Z4171046616,CC(C#N)N1CCc2cccc(O)c2C1
Z4594222698,C[C@@H](N)CN1CCc2cccc(O)c2C1
Z4917216320,NCCN1Cc2ccccc2C[C@H]1CO
Z4917215871,NCCN1Cc2ccccc2C[C@@H]1CO
Z5021974144,NCC=Cc1ccc2c(c1)CCNC2=O
Z5021975697,NCC=Cc1ccc2c(c1)C(=O)NCC2
