CatalogID,Canonical SMILES
Z2228885276,O=C1COc2ccc(C(=O)N3CCOC4CC43)cc2N1
Z2232005385,C[C@@H]1CN(C(=O)c2cccc3c2OCC(=O)N3)CCO1
Z1815651419,C[C@@H](O)C(=O)Nc1cccc(C(=O)N2CCOCC2)c1
Z2636961291,COC1CN(C(=O)c2ccc3c(c2)NC(=O)C3)CCO1
Z1882974958,C[C@@H]1COCCN1C(=O)c1cccc2c1OCC(=O)N2
Z3899483210,CC(=O)Nc1cccc(C(=O)N2C[C@H]3OC[C@@H]2[C@@H]3O)c1
Z4249936282,O=C(O)CC(=O)Nc1cccc(CN2CCOCC2)c1
Z5547006836,C[C@H]1COCCN1C(=O)c1ccc2c(c1)NC(=O)CO2
Z1455209965,CC(=O)Nc1cccc(C(=O)N2CCOC(CO)C2)c1
Z1127702311,CC1Oc2c(cccc2C(=O)N2CCOCC2)NC1=O
Z2228874310,O=C1COc2c(cccc2C(=O)N2CCOC3CC32)N1
Z2232024987,C[C@H]1CN(C(=O)c2ccc3c(c2)NC(=O)CO3)CCO1
Z2232011821,C[C@@H]1CN(C(=O)c2ccc3c(c2)NC(=O)CO3)CCO1
Z1653706510,COC(=O)Nc1cccc(C(=O)N2CC3CC2CO3)c1
Z1653716369,O=C1COc2c(cccc2C(=O)N2CC3CC2CO3)N1
Z1816930776,C[C@@H](O)C(=O)Nc1ccc(O)c(CN2CCOCC2)c1
Z2975264126,COC1CN(Cc2ccc3c(c2)NC(=O)CO3)CCO1
Z3611232372,CC(=O)Nc1cccc(C(=O)N2CCO[C@@H](CO)C2)c1
Z3611216106,O=C1Cc2ccc(C(=O)N3CCO[C@@H](CO)C3)cc2N1
Z3378717921,O=C1Cc2ccc(C(=O)N3CCOC[C@H]3CO)cc2N1
Z3714508197,COC(=O)Nc1cccc(C(=O)N2C[C@H]3C[C@@H]2CO3)c1
Z3714508101,O=C1COc2c(cccc2C(=O)N2C[C@H]3C[C@@H]2CO3)N1
Z3714511454,O=C1COc2ccc(C(=O)N3C[C@H]4C[C@@H]3CO4)cc2N1
Z1882964998,C[C@@H]1COCCN1C(=O)c1ccc2c(c1)NC(=O)CO2
Z3899478276,O=C1Cc2ccc(C(=O)N3C[C@H]4OC[C@@H]3[C@@H]4O)cc2N1
Z3390105094,O=C1COc2ccc(CN3CCO[C@H](CO)C3)cc2N1
Z1653721769,O=C1COc2ccc(C(=O)N3CC4CC3CO4)cc2N1
Z2932557944,O=C1COc2c(cccc2C(=O)N2CC3CC(C2)O3)N1
Z2932553498,O=C1COc2ccc(C(=O)N3CC4CC(C3)O4)cc2N1
Z2722900519,COC(=O)Nc1cccc(C(=O)N2C[C@@H]3C[C@H]2CO3)c1
Z2722909626,O=C1COc2ccc(C(=O)N3C[C@@H]4C[C@H]3CO4)cc2N1
Z3245030580,CC1Oc2ccc(C(=O)N3CCOCC3)cc2NC1=O
Z2995884718,Cc1ccc(C(=O)N2CCOCC2)cc1NC(=O)CO
Z3056579318,CC(=O)Nc1cccc(C(=O)N2CCO[C@H](CO)C2)c1
Z3056570543,O=C1Cc2ccc(C(=O)N3CCO[C@H](CO)C3)cc2N1
Z3394837043,O=C1COc2ccc(CN3CCO[C@@H](CO)C3)cc2N1
Z7038246257,CC(O)C(=O)Nc1ccc(O)c(CN2CCOCC2)c1
Z437661206,COCC(=O)Nc1cccc(C(=O)N2CCOCC2)c1
Z2722900217,O=C1COc2c(cccc2C(=O)N2C[C@@H]3C[C@H]2CO3)N1
Z441634660,O=C(c1cccc(N2CCOC2=O)c1)N1CCOCC1
Z2225060013,COC1CN(C(=O)c2cccc(NC(C)=O)c2)CCO1
Z2225724345,O=C1COc2ccc(CN3CCOC(CO)C3)cc2N1
Z1140318174,N#CC1CN(C(=O)c2cccc(NC(N)=O)c2)CCO1
Z2228873603,COC(=O)Nc1cccc(C(=O)N2CCOC3CC32)c1
Z2173925267,CC(c1cccc(NC(=O)C(=O)O)c1)N1CCOCC1
Z2697300980,CN1C(=O)COc2ccc(C(=O)N3CCOCC3)cc21
Z2932557932,COC(=O)Nc1cccc(C(=O)N2CC3CC(C2)O3)c1
Z100525504,CCOC(=O)Nc1cccc(C(=O)N2CCOCC2)c1
Z806209440,CC(=O)Nc1ccc(F)c(C(=O)N2CCOCC2C)c1
Z1882968901,CC(=O)Nc1ccc(F)c(C(=O)N2CCOC[C@H]2C)c1
Z2352764943,O=C1COc2ccc(CN3CCOC(CF)C3)cc2N1
Z4078849536,O=C1Cc2ccc(C(=O)N3CCOCC3CF)cc2N1
Z806209442,CC(=O)Nc1cc(C(=O)N2CCOCC2C)ccc1F
Z4078854851,CC(=O)Nc1cccc(C(=O)N2CCOCC2CF)c1
Z5468920490,O=C(Nc1cccc(CN2CCOCC2)c1)[C@H](O)CF
Z1455207367,NC(=O)Nc1cccc(C(=O)N2CCOC(CO)C2)c1
Z4084673055,O=C1COc2ccc(CN3CCOCC3CF)cc2N1
Z2232018089,CC(=O)Nc1cc(C(=O)N2CCO[C@@H](C)C2)ccc1F
Z2232004924,CC(=O)Nc1cc(C(=O)N2CCO[C@H](C)C2)ccc1F
Z2282924647,CC(=O)Nc1ccc(F)c(C(=O)N2CCOC[C@@H]2C)c1
Z1820488600,COC1CN(C(=O)c2cccc(NC(N)=O)c2)CCO1
Z2232004546,CC(=O)Nc1ccc(F)c(C(=O)N2CCO[C@H](C)C2)c1
Z2143068348,CC(=O)Nc1ccc(F)c(C(=O)N2C3COCC2C3)c1
PV-002099627857,NC(=O)C(=O)Nc1cccc(C(=O)N2CCOCC2)c1
PV-002801071885,NC(=O)Nc1cccc(C(=O)N2C[C@@H]3OC[C@H]2[C@H]3O)c1
PV-002139330279,NC(=O)Nc1cccc(C(=O)N2CCOCC2CO)c1
PV-002725993017,NC(=O)Nc1cccc(C(=O)N2CCOC[C@H]2CO)c1
Z5870489448,CC(=O)Nc1cc(C(=O)N2CCOC[C@@H]2C)ccc1F
Z2143067946,CC(=O)Nc1cc(C(=O)N2C3COCC2C3)ccc1F
Z2232017711,CC(=O)Nc1ccc(F)c(C(=O)N2CCO[C@@H](C)C2)c1
Z2334857340,CC(=O)Nc1cccc(C(=O)N2CCOC(CF)C2)c1
Z6410254694,NOCC(=O)Nc1ccc(O)c(CN2CCOCC2)c1
Z3714509021,CC(=O)Nc1cc(C(=O)N2C[C@H]3C[C@@H]2CO3)ccc1F
Z2714076859,NC(=O)Nc1cccc(C(=O)N2CC3CC2C(=O)O3)c1
Z1653702666,CC(=O)Nc1cc(C(=O)N2CC3CC2CO3)ccc1F
Z804225944,CC(=O)Nc1ccc(F)c(C(=O)N2CCOC(C)C2)c1
Z804225946,CC(=O)Nc1cc(C(=O)N2CCOC(C)C2)ccc1F
Z6786066488,O=C(Nc1cccc(CN2CCOCC2)c1)OCCF
Z4281949065,C=C(F)C(=O)Nc1ccc(O)c(CN2CCOCC2)c1
Z4280242270,C=C(F)C(=O)Nc1cccc(C(=O)N2CCOCC2)c1
Z3786146992,O=C1Cc2ccc(C(=O)N3CCOC(CF)C3)cc2N1
Z3714509022,CC(=O)Nc1ccc(F)c(C(=O)N2C[C@H]3C[C@@H]2CO3)c1
Z3019571716,NOCC(=O)Nc1cccc(C(=O)N2CCOCC2)c1
Z2932556784,CC(=O)Nc1ccc(F)c(C(=O)N2CC3CC(C2)O3)c1
Z2932556785,CC(=O)Nc1cc(C(=O)N2CC3CC(C2)O3)ccc1F
Z1653707129,CC(=O)Nc1ccc(F)c(C(=O)N2CC3CC2CO3)c1
Z915095738,COc1ccc(C(=O)N2CCOCC2)cc1NC(N)=O
Z2228872949,CC(=O)Nc1ccc(F)c(C(=O)N2CCOC3CC32)c1
Z2228873511,CC(=O)Nc1cc(C(=O)N2CCOC3CC32)ccc1F
Z2722902536,CC(=O)Nc1cc(C(=O)N2C[C@@H]3C[C@H]2CO3)ccc1F
Z2722902534,CC(=O)Nc1ccc(F)c(C(=O)N2C[C@@H]3C[C@H]2CO3)c1
Z1882980188,CC(=O)Nc1cc(C(=O)N2CCOC[C@H]2C)ccc1F
Z2015722217,CC(=O)Nc1cccc(CN2CCOC(C(F)F)C2)c1
Z4082677839,NC(=O)Nc1cccc(C(=O)N2CCOCC2CF)c1
Z1905886989,CC(c1cccc(NC(=O)C(F)F)c1)N1CCOCC1
Z1906201315,Cc1ccc(CN2CCOCC2)cc1NC(=O)C(F)F
Z2218942753,CC(F)(F)C(=O)Nc1cccc(CN2CCOCC2)c1
Z6163780851,NC(=O)Nc1cccc(C(=O)N2CCOC(CF)C2)c1
Z4009403784,CC(=O)Nc1cccc(CN2CCOCC2C(F)F)c1
Z2945547241,COC(=O)Nc1cc(C(=O)N2CCOCC2)ccc1F
Z3402919135,O=C1COc2cc(F)c(C(=O)N3CCOCC3)cc2N1
Z2713882544,O=C1Cc2ccc(C(=O)N3CCOC(F)(F)C3)cc2N1
Z2974885803,O=C1COc2ccc(CN3CCOC(F)(F)C3)cc2N1
Z1904962887,O=C(Nc1cccc(C(=O)N2CCOCC2)c1)C(F)F
Z1906675243,O=C(Nc1ccc(O)c(CN2CCOCC2)c1)C(F)F
Z2227894363,CC(=O)Nc1cccc(C(=O)N2CCOC(F)(F)C2)c1
Z992225678,O=C(Nc1cccc(CN2CCOCC2)c1)C(F)(F)F
Z2233858704,NC(=O)Nc1cccc(C(=O)N2CCOC(F)(F)C2)c1
Z2766989808,O=C(Nc1cccc(CN2CCOCC2)c1)C1CSC1
Z826618438,CSC(C)C(=O)Nc1cccc(CN2CCOCC2)c1
Z1239503719,CSCC(=O)Nc1cc(CN2CCOCC2)ccc1C
Z1129338377,CSCC(=O)Nc1cccc(C(C)N2CCOCC2)c1
Z1362304044,CSC=CC(=O)Nc1cccc(CN2CCOCC2)c1
Z907838148,CSCCC(=O)Nc1cccc(CN2CCOCC2)c1
Z4482456005,O=C(Nc1cccc(CN2CCOCC2)c1)C1CC1Cl
Z1971656559,CC=CC(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z1971656146,CCCC(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z1971656605,CC(C)C(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z4284046870,C=CCC(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z1971656093,O=C(Nc1ccc(Cl)c(CN2CCOCC2)c1)C1CC1
Z5469831298,C=C(Cl)C(=O)Nc1cccc(C(C)N2CCOCC2)c1
Z2891379437,CC(Cl)=CC(=O)Nc1cccc(CN2CCOCC2)c1
Z5089562109,CC(C)(Cl)C(=O)Nc1cccc(CN2CCOCC2)c1
Z4280413574,O=C(Nc1cccc(CN2CCOCC2)c1)C1(Cl)CC1
Z5470699713,C=C(Cl)C(=O)Nc1cc(CN2CCOCC2)ccc1C
Z4284046873,C=C(C)C(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z212848442,CC1CN(C(=O)c2ccc3c(c2)NC(=O)CS3)CCO1
Z3890072764,CNCC(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z3890072809,NCCC(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z3890072825,C[C@@H](N)C(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z2228879783,O=C1CSc2ccc(C(=O)N3CCOC4CC43)cc2N1
Z1250992232,CSCC(=O)Nc1ccc(O)c(CN2CCOCC2)c1
Z2143068577,O=C1CSc2ccc(C(=O)N3C4COCC3C4)cc2N1
Z364578204,CC1COCCN1C(=O)c1ccc2c(c1)NC(=O)CS2
Z3890072817,CC(N)C(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z2282921726,C[C@H]1COCCN1C(=O)c1ccc2c(c1)NC(=O)CS2
Z3890072828,C[C@H](N)C(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z28251151,O=C1CCSc2ccc(C(=O)N3CCOCC3)cc2N1
Z5300920809,CC(=O)Nc1cccc(C(=O)N2CCO[C@@H](CS)C2)c1
Z1973365730,N#CCC(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z1653720837,O=C1CSc2ccc(C(=O)N3CC4CC3CO4)cc2N1
Z2932552679,O=C1CSc2ccc(C(=O)N3CC4CC(C3)O4)cc2N1
Z2722911382,O=C1CSc2ccc(C(=O)N3C[C@@H]4C[C@H]3CO4)cc2N1
Z3714512147,O=C1CSc2ccc(C(=O)N3C[C@H]4C[C@@H]3CO4)cc2N1
Z5323047132,O=C1COc2ccc(CN3CCO[C@@H](CS)C3)cc2N1
Z1882970320,C[C@@H]1COCCN1C(=O)c1ccc2c(c1)NC(=O)CS2
Z2232008584,C[C@@H]1CN(C(=O)c2ccc3c(c2)NC(=O)CS3)CCO1
Z437660740,CSCC(=O)Nc1cccc(C(=O)N2CCOCC2)c1
Z2232021750,C[C@H]1CN(C(=O)c2ccc3c(c2)NC(=O)CS3)CCO1
Z2228868998,CC(=O)Nc1ccc(Cl)c(C(=O)N2CCOC3CC32)c1
Z2232015325,CC(=O)Nc1ccc(Cl)c(C(=O)N2CCO[C@@H](C)C2)c1
Z2282926890,CC(=O)Nc1ccc(Cl)c(C(=O)N2CCOC[C@@H]2C)c1
Z1971656600,COCC(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z1446934377,CC(=O)Nc1ccc(Cl)c(C(=O)N2CCOC(C)C2)c1
Z1973362777,C[C@@H](O)C(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z1973361887,CC(O)C(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z1973362148,CCOC(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z1447102041,CC(=O)Nc1ccc(Cl)c(C(=O)N2CCOCC2C)c1
Z5468511148,C=C(Cl)C(=O)Nc1cccc(C(=O)N2CCOCC2)c1
Z2722896075,CC(=O)Nc1ccc(Cl)c(C(=O)N2C[C@@H]3C[C@H]2CO3)c1
Z2143065865,CC(=O)Nc1ccc(Cl)c(C(=O)N2C3COCC2C3)c1
Z1653710683,CC(=O)Nc1ccc(Cl)c(C(=O)N2CC3CC2CO3)c1
Z2932560249,CC(=O)Nc1ccc(Cl)c(C(=O)N2CC3CC(C2)O3)c1
Z2232002160,CC(=O)Nc1ccc(Cl)c(C(=O)N2CCO[C@H](C)C2)c1
Z3714506543,CC(=O)Nc1ccc(Cl)c(C(=O)N2C[C@H]3C[C@@H]2CO3)c1
Z5471858857,C=C(Cl)C(=O)Nc1ccc(O)c(CN2CCOCC2)c1
Z1882981071,CC(=O)Nc1ccc(Cl)c(C(=O)N2CCOC[C@H]2C)c1
Z3076813528,CC1CN(C(=O)c2cc(NC(N)=O)ccc2Cl)CCO1
Z3086441555,NC(=O)Nc1ccc(Cl)c(C(=O)N2C[C@@H]3C[C@H]2CO3)c1
Z3890072407,NOCC(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z3086752602,NC(=O)Nc1ccc(Cl)c(C(=O)N2CC3CC(C2)O3)c1
Z4284046904,C=C(F)C(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z1967209289,NC(=O)C(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z3078084586,CC1COCCN1C(=O)c1cc(NC(N)=O)ccc1Cl
Z3085570253,C[C@H]1COCCN1C(=O)c1cc(NC(N)=O)ccc1Cl
Z7688924979,NC(=O)Nc1ccc(Cl)c(C(=O)N2CC3CC2CO3)c1
Z3084395033,C[C@@H]1COCCN1C(=O)c1cc(NC(N)=O)ccc1Cl
Z3085411465,NC(=O)Nc1ccc(Cl)c(C(=O)N2CCOC3CC32)c1
Z3201494162,C[C@@H]1CN(C(=O)c2cc(NC(N)=O)ccc2Cl)CCO1
Z3199649781,NC(=O)Nc1ccc(Cl)c(C(=O)N2C3COCC2C3)c1
Z3201495678,C[C@H]1CN(C(=O)c2cc(NC(N)=O)ccc2Cl)CCO1
Z3075362683,CNC(=O)Nc1ccc(Cl)c(C(=O)N2CCOCC2)c1
Z3714497219,NC(=O)Nc1ccc(Cl)c(C(=O)N2C[C@H]3C[C@@H]2CO3)c1
Z1973362903,O=C(Nc1ccc(Cl)c(CN2CCOCC2)c1)C(F)F
Z1971657502,CSCC(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z1607389195,CC(Cl)(Cl)C(=O)Nc1cccc(CN2CCOCC2)c1
Z2285281121,CC(c1cccc(NC(=O)C(Cl)Cl)c1)N1CCOCC1
Z4404970020,O=C(Nc1cccc(CN2CCOCC2)c1)C(Cl)=CCl
Z5473054730,C=C(Cl)C(=O)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z2285282950,Cc1ccc(CN2CCOCC2)cc1NC(=O)C(Cl)Cl
Z2285277223,O=C(Nc1cccc(C(=O)N2CCOCC2)c1)C(Cl)Cl
Z2285286624,O=C(Nc1ccc(O)c(CN2CCOCC2)c1)C(Cl)Cl
Z7625427744,C=C(Br)CC(=O)Nc1cccc(CN2CCOCC2)c1
Z4998849984,CC(C)(Br)C(=O)Nc1cccc(CN2CCOCC2)c1
Z7664410042,CC(CBr)C(=O)Nc1cccc(CN2CCOCC2)c1
Z2797737039,O=C(Nc1cccc(CN2CCOCC2)c1)C1(Br)CC1
Z5466939697,Cc1ccc(CN2CCOCC2)cc1NC(=O)CCBr
Z5466935375,CC(c1cccc(NC(=O)CCBr)c1)N1CCOCC1
Z7762833868,CC(=O)Nc1cc(Br)cc(C(=O)N2C3COCC2C3)c1
PV-009157025924,CC(=O)Nc1cc(Br)cc(C(=O)N2CC3CC(C2)O3)c1
Z5466949354,O=C(CCBr)Nc1ccc(O)c(CN2CCOCC2)c1
Z5466926813,O=C(CCBr)Nc1cccc(C(=O)N2CCOCC2)c1
Z7762835328,CC(=O)Nc1cc(Br)cc(C(=O)N2CCO[C@@H](C)C2)c1
Z7762820579,CC(=O)Nc1cc(Br)cc(C(=O)N2CCOC(C)C2)c1
Z7762834524,CC(=O)Nc1cc(Br)cc(C(=O)N2CCOC[C@@H]2C)c1
Z7762832623,CC(=O)Nc1cc(Br)cc(C(=O)N2CCOC[C@H]2C)c1
Z7762863095,CC(=O)Nc1cc(Br)cc(C(=O)N2CC3CC2CO3)c1
Z7762821337,CC(=O)Nc1cc(Br)cc(C(=O)N2CCOCC2C)c1
Z7762849596,CC(=O)Nc1cc(Br)cc(C(=O)N2C[C@H]3C[C@@H]2CO3)c1
Z7762835325,CC(=O)Nc1cc(Br)cc(C(=O)N2CCO[C@H](C)C2)c1
Z7762835804,CC(=O)Nc1cc(Br)cc(C(=O)N2CCOC3CC32)c1
Z7762839458,CC(=O)Nc1cc(Br)cc(C(=O)N2C[C@@H]3C[C@H]2CO3)c1
Z5473054755,O=C(Nc1ccc(Cl)c(CN2CCOCC2)c1)C(Cl)Cl
Z5466952558,O=C(CCBr)Nc1ccc(Cl)c(CN2CCOCC2)c1
Z4310193365,CC(c1cccc(NC(=O)C=CI)c1)N1CCOCC1
Z4309765070,CC(I)=CC(=O)Nc1cccc(CN2CCOCC2)c1
Z4310549207,Cc1ccc(CN2CCOCC2)cc1NC(=O)C=CI
Z4309645589,O=C(C=CI)Nc1cccc(C(=O)N2CCOCC2)c1
Z4310845107,O=C(C=CI)Nc1ccc(O)c(CN2CCOCC2)c1
Z3469052066,C#CC(C)(C)C(=O)Nc1cccc(CN2CCOCC2)c1
Z3317916557,CCC1(CC)COCCN1Cc1cccc(NC(C)=O)c1
Z3186829087,C=C(C(=O)Nc1cccc(CN2CCOCC2)c1)C(C)C
Z4020668698,C[C@H]1C(C(=O)Nc2cccc(CN3CCOCC3)c2)[C@@H]1C
Z3186829428,C=C(CCC)C(=O)Nc1cccc(CN2CCOCC2)c1
Z2473890386,CCC1COC(C)(C)CN1Cc1cccc(NC(C)=O)c1
Z2371151082,CCC1CN(Cc2cccc(NC(C)=O)c2)CC(CC)O1
Z2302151819,O=C(C#CC1CC1)Nc1cccc(CN2CCOCC2)c1
Z1574918879,Cc1ccc(CN2CCOCC2)cc1NC(=O)C1=CCC1
Z1708450646,CC(c1cccc(NC(=O)[C@H]2C[C@@H]2C)c1)N1CCOCC1
Z1239504630,CCC(C)C(=O)Nc1cc(CN2CCOCC2)ccc1C
Z1239505324,Cc1ccc(CN2CCOCC2)cc1NC(=O)C1CCC1
Z1133996016,CCC=CC(=O)Nc1cccc(C(C)N2CCOCC2)c1
Z5446197285,CC#CCCC(=O)Nc1cccc(CN2CCOCC2)c1
Z826792890,CCC(CC)C(=O)Nc1cccc(CN2CCOCC2)c1
Z1542782240,CC(=O)Nc1cccc(CN2CCOCC23CCCC3)c1
Z1505930489,CC1(C)C[C@@H]1C(=O)Nc1cccc(CN2CCOCC2)c1
Z1360406859,CC=C(C)C(=O)Nc1cccc(C(C)N2CCOCC2)c1
Z5446197252,CC1CCC1C(=O)Nc1cccc(CN2CCOCC2)c1
Z7589995284,C=C=C(C)CC(=O)Nc1cccc(CN2CCOCC2)c1
Z5468920528,O=C(Nc1cccc(CN2CCOCC2)c1)C1C2CCC21
Z1002512362,CC(=O)Nc1cccc(CN2CCOC3CCCCC32)c1
Z1251425048,O=C(Nc1cccc(CN2CCOCC2)c1)C1CC=CC1
Z1190458277,CC(C)C(C)C(=O)Nc1cccc(CN2CCOCC2)c1
Z907835666,CCC=C(C)C(=O)Nc1cccc(CN2CCOCC2)c1
Z907837458,CCCC(C)C(=O)Nc1cccc(CN2CCOCC2)c1
Z826618654,CC=CC=CC(=O)Nc1cccc(CN2CCOCC2)c1
Z826619624,CC(C)CCC(=O)Nc1cccc(CN2CCOCC2)c1
Z826620462,CC(C)(C)CC(=O)Nc1cccc(CN2CCOCC2)c1
Z826620408,O=C(Nc1cccc(CN2CCOCC2)c1)C1CCCC1
Z826620304,CCCCCC(=O)Nc1cccc(CN2CCOCC2)c1
Z7625030490,CC/C=C/CC(=O)Nc1cccc(CN2CCOCC2)c1
Z7597684416,C[C@@H]1CC[C@@H]1C(=O)Nc1cccc(CN2CCOCC2)c1
Z1273677127,O=C(CC1CCC1)Nc1cccc(CN2CCOCC2)c1
Z7490642472,CC(=O)Nc1cccc(CN2CCO[C@@H]3CCCC[C@H]32)c1
Z7240293629,CC=CCC(=O)Nc1cccc(C(C)N2CCOCC2)c1
Z5879443506,CC=CCC(=O)Nc1cc(CN2CCOCC2)ccc1C
Z5468920351,O=C(Nc1cccc(CN2CCOCC2)c1)C12CCC1C2
Z5468920586,C=C=CCCC(=O)Nc1cccc(CN2CCOCC2)c1
Z7554173323,CC(=O)Nc1cccc(CN2CCOC(C3(C)CC3)C2)c1
Z1905223318,CC(C)C=CC(=O)Nc1cccc(CN2CCOCC2)c1
Z7468423770,CC(=O)Nc1cccc(CN2CCOC(C)(C)C2(C)C)c1
Z2254951932,CCC(C)=CC(=O)Nc1cccc(CN2CCOCC2)c1
Z2254951966,CCC1CC1C(=O)Nc1cccc(CN2CCOCC2)c1
Z2254951988,CC[C@@H]1C[C@H]1C(=O)Nc1cccc(CN2CCOCC2)c1
Z1863792409,C#CCCCC(=O)Nc1cccc(CN2CCOCC2)c1
Z1863792392,CC1(CC(=O)Nc2cccc(CN3CCOCC3)c2)CC1
Z1333305295,C=CCCCC(=O)Nc1cccc(CN2CCOCC2)c1
Z1419466360,O=C(Nc1cccc(CN2CCOCC2)c1)C1=CCCC1
Z1814564128,Cc1ccc(CN2CCOCC2)cc1NC(=O)[C@@H]1C[C@H]1C
Z1239502878,CCCCC(=O)Nc1cc(CN2CCOCC2)ccc1C
Z1239505955,C=CCCC(=O)Nc1cc(CN2CCOCC2)ccc1C
Z1239503129,Cc1ccc(CN2CCOCC2)cc1NC(=O)CC1CC1
Z1239503838,Cc1ccc(CN2CCOCC2)cc1NC(=O)CC(C)C
Z1239502681,CC(C)=CC(=O)Nc1cc(CN2CCOCC2)ccc1C
Z1239503372,Cc1ccc(CN2CCOCC2)cc1NC(=O)C1CC1C
Z1239503350,Cc1ccc(CN2CCOCC2)cc1NC(=O)C(C)(C)C
Z1129342674,C=CCCC(=O)Nc1cccc(C(C)N2CCOCC2)c1
Z1273677093,O=C(C=CC1CC1)Nc1cccc(CN2CCOCC2)c1
Z2254952007,C=CC(C)(C)C(=O)Nc1cccc(CN2CCOCC2)c1
Z2605170948,CC(=O)Nc1cccc(CN2CCOC[C@@H]2CC(C)C)c1
Z2700874741,O=C(Nc1cccc(CN2CCOCC2)c1)C12CC(C1)C2
Z2798372180,C=C1CC1C(=O)Nc1cccc(C(C)N2CCOCC2)c1
Z5709107811,C[C@@H]1C[C@@]1(C)C(=O)Nc1cccc(CN2CCOCC2)c1
Z5567334152,C[C@@H]1CN(Cc2cccc(NC(=O)C3CC3)c2)C[C@H](C)O1
Z5567334114,CC=CC(=O)Nc1cccc(CN2C[C@@H](C)O[C@@H](C)C2)c1
Z5567336318,CC(C)C(=O)Nc1cccc(CN2C[C@@H](C)O[C@@H](C)C2)c1
Z5567334106,CCCC(=O)Nc1cccc(CN2C[C@@H](C)O[C@@H](C)C2)c1
Z5567349380,C=CCC(=O)Nc1cccc(CN2C[C@@H](C)O[C@@H](C)C2)c1
Z5567349352,C=C(C)C(=O)Nc1cccc(CN2C[C@@H](C)O[C@@H](C)C2)c1
Z7535747106,CC(=O)Nc1cccc(CN2CCOC(CC(C)C)C2)c1
Z4328194616,C=C[C@@H]1C[C@@H]1C(=O)Nc1cccc(CN2CCOCC2)c1
Z4099174905,Cc1ccc(CN2CCOCC2)cc1NC(=O)C=C1CC1
Z3837661475,CC=CCCC(=O)Nc1cccc(CN2CCOCC2)c1
Z3837661018,C=CC(C)CC(=O)Nc1cccc(CN2CCOCC2)c1
Z3837661318,C=C[C@@H]1C[C@H]1C(=O)Nc1cccc(CN2CCOCC2)c1
Z3528454710,C#C[C@H]1C[C@H]1C(=O)Nc1cccc(CN2CCOCC2)c1
Z3079437510,CC(C(=O)Nc1cccc(CN2CCOCC2)c1)=C1CC1
Z4099174894,CCC#CC(=O)Nc1cc(CN2CCOCC2)ccc1C
Z1389790579,O=C(C=C1CCC1)Nc1cccc(CN2CCOCC2)c1
Z1497809059,CC1(C)CC1C(=O)Nc1cccc(CN2CCOCC2)c1
Z1939798029,CC(=O)Nc1cccc(CN2CC(C)OC(C3CC3)C2)c1
Z1802300375,CC(c1cccc(NC(=O)[C@@H]2C[C@H]2C)c1)N1CCOCC1
Z1239505372,CCC=CC(=O)Nc1cc(CN2CCOCC2)ccc1C
Z1627610524,CC(c1cccc(NC(=O)C2=CCC2)c1)N1CCOCC1
Z1873525775,C#CCCC(=O)Nc1cc(CN2CCOCC2)ccc1C
Z1129340171,CCCCC(=O)Nc1cccc(C(C)N2CCOCC2)c1
Z1029742320,CCC(C)(C)C(=O)Nc1cccc(CN2CCOCC2)c1
Z7576984627,C=CC1(CC)COCCN1Cc1cccc(NC(C)=O)c1
Z7535318162,CC(=O)Nc1cccc(CN2CCOC(C)(C(C)C)C2)c1
Z7515521823,CC(=O)Nc1cccc(CN2CC(C)OC(C)(C)C2C)c1
Z5069084654,C#CC1(C=C)COCCN1Cc1cccc(NC(C)=O)c1
Z4560074336,CC(=O)Nc1cccc(CN2C3CCC2C2CCC3O2)c1
Z4423266334,C#CC[C@@H](C)C(=O)Nc1cccc(CN2CCOCC2)c1
Z4309765148,C=CC=C(C)C(=O)Nc1cccc(CN2CCOCC2)c1
Z4098835409,C=C(C(=O)Nc1cccc(CN2CCOCC2)c1)C1CC1
Z4098835385,C#CC1(C(=O)Nc2cccc(CN3CCOCC3)c2)CC1
Z3842581291,Cc1ccc(CN2CCOCC2)cc1NC(=O)[C@H]1C[C@H]1C
Z3721176869,CC[C@H](C)C(=O)Nc1cccc(C(C)N2CCOCC2)c1
Z1711614695,Cc1ccc(CN2CCOCC2)cc1NC(=O)[C@H]1C[C@@H]1C
